"gene";"DE_log2_FC";"std.error";"t.value";"p.value";"adj.p.value"
"ADAMTS16";3,9002433370922;0,468518601835911;8,32462856716665;2,82506904798736e-10;1,30927337948104e-08
"ADAMTS17";-0,533773513834112;0,175742756651436;-3,03724332088853;0,00418467972715374;0,0112465446824755
"ADAMTS2";1,3510394701481;0,191333795490273;7,06116484380715;1,51938110813052e-08;3,24134636401178e-07
"ADAMTS3";0,86282734488168;0,184180095879272;4,68469375456973;3,19906508418036e-05;0,000187004427972674
"ADAMTS4";2,08436381685743;0,604137239445148;3,45014953683662;0,00133218930268361;0,00428853274923778
"ADAMTS5";0,807324955084395;0,232646936888496;3,4701722957622;0,00125822305150142;0,00409042962600581
"ADAMTS6";0,401374746344715;0,17059832527697;2,35274728338085;0,0236273342839041;0,0475020752095244
"ADAMTS7";-0,508883838893903;0,150317322835049;-3,38539716711378;0,00160093973181826;0,00499032779179839
"ADAMTS8";-0,261709776566838;0,192158123980651;-1,36195010205861;0,180814326193947;0,258182687282512
"ADAMTS9";1,57582308565122;0,291161037583255;5,4122045268527;3,13539942366322e-06;2,61331896149046e-05
"ADAMTS9-AS1";0,0431935590360576;0,22109286973741;0,195363871694995;0,846094432963939;0,884426146532012
"ADAMTS9-AS2";-0,794415924241175;0,163979264965658;-4,84461205755219;1,92950457443059e-05;0,000120991639877203
"ADAMTSL1";0,792537116000218;0,302659831131173;2,61857383927744;0,0124004294591523;0,027990780450274
"ADAMTSL2";0,433691995871474;0,16971369995406;2,55543303804508;0,0145009810921474;0,031845291810206
"ADAMTSL3";-0,821534547134287;0,229850540873684;-3,57421193794695;0,000933034937229749;0,00319016058249765
"ADAMTSL4";-0,785549671612272;0,190747366397035;-4,11827269990808;0,000185263161878097;0,0008188337283557
"ADAMTSL4-AS1";-1,51476619980258;0,273300423083649;-5,54249489521997;2,0589853860418e-06;1,85102097581283e-05
"ADAMTSL4-AS2";-0,671985356457494;0,195623136297009;-3,43510164072432;0,00139049805383425;0,00444694678013857
"ADAP1";-0,170478850484113;0,115873277988297;-1,47125250483835;0,149025655630501;0,220685499403977
"ADAP2";0,423873588842926;0,117699274801578;3,60132710721886;0,000862576506515437;0,00299496962262238
"ADAR";0,269231935932564;0,10094891357178;2,66701172312396;0,010982666508441;0,0253112954341435
"ADARB1";-0,393013647370161;0,10112100243945;-3,88656795214716;0,000372518689781588;0,00148125774871732
"ADAT1";0,44647901335139;0,0807525972766029;5,52897403190711;2,15091851583501e-06;1,91359786304875e-05
"ADAT2";-0,736348863367657;0,168064465874479;-4,38134771402306;8,25684793165788e-05;0,000414537379279311
"ADAT3";0,421039902043012;0,149110618592853;2,82367483963474;0,00735788626313573;0,0181505031587417
"ADCK1";-0,129746493935969;0,123080221874554;-1,05416200880926;0,298117785755012;0,389378332414709
"ADCK2";0,0560329003171259;0,0976617418120587;0,573744634054922;0,569344112578545;0,653410791124086
"ADCK5";-0,0996645451754701;0,1309706649556;-0,760968459687192;0,451126747929053;0,544349258611384
"ADCY1";0,0926168678222934;0,217189195504867;0,426434048005938;0,67207166202538;0,743325453651442
"ADCY10P1";-0,770549856211414;0,180485998785086;-4,2693054386393;0,000116699299818914;0,000552753687952847
"ADCY2";1,34403799023934;0,241959105921926;5,55481466638015;1,97863019617998e-06;1,7927723485388e-05
"ADCY3";0,306287467368055;0,120982551730848;2,53166645095614;0,015372611415457;0,0333821835072695
"ADCY4";-1,03107568305704;0,177656901810371;-5,80374684321354;8,84128064137825e-07;9,0964396655697e-06
"ADCY5";0,987541169973557;0,204001618782882;4,84084967494593;1,9526698736233e-05;0,00012225411382685
"ADCY6";0,0858114558425494;0,0798442957033619;1,07473495866701;0,288916373314556;0,379511587295745
"ADCY7";-0,534113576618833;0,114506900555566;-4,66446628131068;3,40945238922019e-05;0,000196876649242188
"ADCY9";-0,226312187253232;0,0957702403790836;-2,363074232219;0,0230592578330846;0,0465689594705721
